Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
14-Apr-74,1974,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Glengariff,-32.8938889,28.0888889,Standing,M,Lower right leg lacerated,N,
04-Apr-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.048514,30.8898693,Surfing,M,Right foot lacerated,N,Juvenile dusky shark
21-Mar-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Surfing,M,"No injury, surfboard bitten",N,1.8 m [6'] shark
Mar-74,1974,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Macassar,-34.0661159,18.7674955,Fishing for kob,,"No injury to occupant, shark holed boat",N,White shark
13-Feb-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.048514,30.8898693,Swimming,M,"Right calf removed, leg surgically amputated below the knee",N,
13-Feb-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.048514,30.8898693,Swimming,M,Right shin lacerated,N,
Feb-74,1974,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Macassar,-34.0661159,18.7674955,Fishing for red fish,,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",N,5 m white shark
Early Feb-1974,1974,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Macassar,-34.0661159,18.7674955,Fishing for kob,,"No injury,  shark leapt into boat & bit one of the boat's seats",N,White shark
13-Jan-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Cape Vidal,-28.1273367,32.5570283,Sitting,M,2 minor lacerations in foot,N,"Raggedtooth shark, 1 m "
07-Jan-74,1974,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Swimming,M,Knee & calf lacerated,N,2 m to 2.5 m [6.75'  to 8.25'] shark
29-Sept-73,1973,Sea Disaster,SOUTH AFRICA,ZAF,KwaZulu-Natal,Mission Rocks,-28.2781542,32.4860674,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,"FATAL, thigh bitten ",Y,
Mar-73,1973,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Scottburgh,-30.286041,30.754365,Spearfishing,M,Hip bruised,N,"2 m shark, possibly a dusky or blacktip shark"
09-Mar-75,1975,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,"Boggomsbaai, Mossel Bay",,,Attempting to drag hooked shark ashore by its tail,M,Left leg bitten  PROVOKED INCIDENT,N,1.5 m [5']  shark
1973,1973,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Queensberry Bay,-32.8802778,28.0980556,Surfing,M,"No injury, surboard flung into air & dented",N,
31-Dec-72,1972,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Millers Point,-33.8591,151.2042529,Treading water,M,Lower left leg & foot bitten,N,
24-Dec-72,1972,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Hartenbos,-34.1252157,22.1134424,Swimming,M,"No injury, swim fin bitten",N,"White shark, > 3 m [10']"
01-Jan-72,1972,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,St. George’s Strand,-33.8241667,25.6569444,Swimming,M,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y,
01-Jan-72,1972,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Kosi Bay,-26.959124,32.8248255,Sitting in shallows,F,Foot bitten,N,Zambesi shark
16-Dec-71,1971,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Fish Hoek, False Bay",-34.1311709,18.41448387,Swimming,F,Right forearm bitten,N,"White shark, 3 m [10']rk"
14-Oct-71,1971,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"North Beach, Durban",-29.8467091,31.03530304,Swimming,M,Wrist & hand lacerated,N,1.5 m to 2 m shark
30-Jun-71,1971,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,Surfing,M,Leg & surfboard bitten,N,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
11-Apr-71,1971,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Buffels Bay,-34.3181974,18.4618681,Swimming,M,"FATAL, multiple bites ",Y,White shark according to tooth pattern and witnesses
19-Dec-77,1977,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Qolera River,,,Surfing,M,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,"Tiger shark, 3 m [10']"
29-Dec-68,1968,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port St. John's,47.5628534,-52.70671257,Freediving,M,No injury,,Questionable incident
02-Dec-68,1968,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Bluff, Durban",-29.8995201,31.0260232,Spearfishing,M,"No injury, left elbow & torso bumped by sharks",N,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']"
06-Nov-68,1968,Watercraft,SOUTH AFRICA,ZAF,KwaZulu-Natal,Ramsgate,51.3334726,1.4196476,Fishing,M,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,"90-kg ""blackfin"" shark"
25-Mar-68,1968,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,Wading & pushing dinghy toward  the shallows,M,Left thigh lacerated,N,1.5 m to 1.8m [5' to 6'] shark
30-Dec-67,1967,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,Surfing,M,Right ankle & foot bitten,N,1.5 m to 1.8 m [5' to 6'] shark
Nov-67,1967,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Brighton Beach,40.57964365,-73.96111023,,F,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark’s gut ",,Shark involvement prior to death was not confirmed
19-Mar-67,1967,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Paradise Reef,52.2271748,21.0005709,Spearfishing,M,"Punctures in right buttock & thigh, abrasion on right forearm",N,"White shark, 3 m [10'] "
27-Jan-67,1967,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Melkbosstrand,-33.722222,18.445833,Fishing for rock lobster,,"Holed & sank boat, 1 man flung into water but ignored by the shark",N,White shark or thresher shark
10-Aug-86,1986,Invalid,SOUTH AFRICA,ZAF,Western Cape Province,Reef on seaward side of Geyser Island,,,Spearfishing,M,"No injury, shark made threat display & impaled itself on spear ",,Invalid
27-Aug-66,1966,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Durban,-29.861825,31.009909,Netting sharks,M,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",,Invalid
23-Jun-16,2016,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Ryspunt,,,Spearfishing,M,Injuries to left leg & right hand,N,White shark
11-Jan-66,1966,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Riet River,-29.8165621,26.219378,Standing,M,Right calf lacerated,N,1.5 m to 1.8 m [5' to 6'] Zambesi shark
09-Jan-66,1966,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umkomaas,-30.206389,30.796111,Body surfing,M,Lower legs bitten,N,"1.8 m to 2 m [6' to 6'9""] shark"
14-Feb-65,1965,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amatikulu,-29.0466667,31.5280556,Treading water,M,"Abdomen, buttock, thigh, arm & hand bitten",N,"1.8 m [6'], 136-kg [300-lb] shark "
23-Jan-65,1965,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Country Club Beach, Durban",-29.829354,31.0368231,Paddling rescue ski,M,"No injury, ski bitten",N,"White shark, 3.7 m [12'] "
16-Jan-65,1965,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Country Club Beach, Durban",-29.829354,31.0368231,Body surfing,M,Right thigh punctured,N,
Ca. 1965,1965,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,Pollock Beach,-33.9867144,25.6730178,Bather,,No details,,Questionable incident
25-Dec-64,1964,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Alfred,-33.5981844,26.8914772,Swimming,M,"Hand, ankle & calf lacerated",N,Raggedtooth shark 
16-Jul-64,1964,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Island Rock,-45.89356735,169.4970552,Searching for remains of  Dr. Marais,M,"No injury, shark charged & impaled itself on spear",N,Zambesi shark
10-Jul-64,1964,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Island Rock,-45.89356735,169.4970552,Spearfishing ,M,FATAL,Y,
02-Jun-64,1964,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port Edward,54.2246496,-130.2921229,Swimming,M,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",,Shark involvement prior to death was not confirmed
08-Feb-54,1964,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Muizenberg,-34.0978389,18.48457076,Body boarding,M,Right ankle lacerated,N,"White shark, 1.5 m [5'] k"
23-Jan-64,1964,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Body surfing,M,Heel & ankle bitten,N,
22-Jan-64,1964,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Standing,M,Heel bitten,N,
01-Jan-64,1964,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,Diving for sinkers,M,Lacerations and puncture wounds in right arm ,N,2.1 m to 2.4 m  [7' to 8'] shark
02-Jan-28,1928,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Salt Vlei, Port Alfred",,,,F,Leg lacerated,N,
26-Dec-63,1963,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umhlanga Rocks,-29.73,31.0827778,Swimming ,M,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,1.8 m [6']  shark
28-Jun-22,2022,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",,,Swimming,M,FATAL,Y,While shark
06-Jul-12,2012,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Sandstrand, Jongensfontein",,,Surfing,M,Lacerattions to left thigh & knee,N,15' shark
20-Dec-63,1963,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Hartenbos,-34.1252157,22.1134424,Spearfishing,M,Foot lacerated,N,"White shark, 1.7 m [5.5']"
20-Dec-63,1963,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umvoti,-29.005245,30.66757215,Splashing in surf,M,"FATAL, arm severed, leg bitten",Y,300- to 400-lb Zambesi shark
17-Apr-63,1963,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Swimming,M,Buttock bitten,N,
22-Jan-63,1963,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,False Bay,-34.2107959,18.6409129,Fishing ,,"No injury to occupant, shark leapt inside boat",N,193-lb shark
Nov-76,1976,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,Macassar,-34.0661159,18.7674955,Fishing for white shark,,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,"White shark, 4.8 m "
22-Dec-86,1986,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,SAOU Strand,,,Body boarding,M,"FATAL, legs bitten ",Y,3 m [10'] white shark
29-May-98,1998,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Sardinia Bay near Port Elizabeth,,,Body boarding,M,Right shoulder & arm bitten,N,3 m to 4 m [10' to 13'] white shark
09-Jan-58,1958,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Scotburgh,,,Swimming,M,FATAL,Y,White shark
Dec-62,1962,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Swartklip,-29.9155556,17.1136111,Fishing,,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,"2 m [6'9""], 87.5-kg [193-lb]  shark"
28-Oct-62,1962,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Paradise Reef,52.2271748,21.0005709,Spearfishing,M,Arm lacerated (minor injury),N,
23-Aug-62,1962,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Robbesteen,-33.6450135,18.39984814,Fishing,,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,4.3 m [14'] shark
30-Mar-83,1983,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Scottburgh,,,Spearfishing,M,Right calf lacerated,N,1.8 m [6'] Zambezi shark
07-Apr-62,1962,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umhlali,-29.4773106,31.2181265,Wading,M,Left ankle & foot bitten,N,"Zambesi shark, 1.2 m [4'] "
13-Jan-76,1976,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,Hartenbos,-34.1252157,22.1134424,Shark fishing,,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,4 m [13'] shark
07-Feb-62,1962,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Winkelspruit,-30.0986562,30.8565232,Swimming,M,"FATAL, calf bitten twice",Y,
05-Feb-62,1962,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Winkelspruit,-30.0986562,30.8565232,Treading water,M,"FATAL, tissue removed from thigh, femoral artery severed ",Y,"White shark, 3 m "
18-Jan-62,1962,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Margate,51.3878174,1.3819699,"Fishing, slipped on rocks & fell into sea",M,Possible drowning / post mortem scavenging by Zambesi shark,,Shark involvement prior to death was not confirmed
16-Jun-88,1988,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Sculphoek,,,Spearfishing,M,Left arm lacerated,N,White shark
28-Dec-61,1961,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Umhlanga Rocks,-29.73,31.0827778,Treading water,M,Lower right leg & ankle bitten,N,Zambesi shark
11-Oct-87,1987,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Seal Island, False Bay",,,Spearfishing,M,Left thigh & calf lacerated,N,White shark
11-Jan-76,1976,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,Kalk Bay,-34.1262669,18.45008,Fishing for snoek & yellowtail,,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,"White shark, 3 m [10'] "
12-Feb-61,1961,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Sea Point,-33.9172222,18.3922222,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,Torso bruised & abraded ,N,1.5 m [5'] shark
01-Feb-61,1961,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Nahoon,-32.9600254,27.91081967,Swimming,M,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,"2.1 m [7'], 90-kg mako shark"
20-Aug-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Seal Island, False Bay",,,Spearfishing,M,Inner thighs lacerated,N,5 m [16.5'] white shark
22-Jan-61,1961,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Swimming,M,Left thigh bitten ,N,White shark
06-Jan-61,1961,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Winkelspruit,-30.0986562,30.8565232,Standing,M,"Right foot, leg and hand bitten",N,"White shark, based on bite pattern"
03-Jan-61,1961,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Strandfontein,-31.755556,18.227222,Standing,M,"Lower left leg bitten, abrasions on back of right leg",N,
03-Jan-61,1961,Invalid,SOUTH AFRICA,ZAF,KwaZulu-Natal,Palm Beach,26.6279798,-80.4494174,,,Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark,,Shark involvement prior to death was not confirmed
24-Dec-60,1960,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Margate,51.3878174,1.3819699,Swimming,M,"FATAL, legs severed ",Y,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
28-Feb-78,1978,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Seal Island, False Bay",,,Fishing for mackerel,,"Shark jumped in boat, but no injury to occupants",N,270 kg shark
15-Jul-83,1983,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Seal Point, Cape St. Francis",,,Surfing,M,Left arm injured by shark's tail as it swam beneath his board,N,3 m to 4 m [10' to 13'] shark
Oct-60,1960,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,False Bay,-34.2107959,18.6409129,Fishing,,"Shark rammed boat, breaching its hull",N,"White shark, 18 mm tooth fragment  recovered from the hull"
30-Apr-60,1960,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,Treading water,M,Multiple major injuries,N,"White shark, 2.1 m [7']  based on tooth pattern"
12-Nov-77,1977,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,Klein River Lagoon,,,Standing,M,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,1.5 to 2 m [5' to 6.75'] shark
Apr-60,1960,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Saldanha Bay,-33.0347222,18.0097222,Fishing,,Shark rammed boat & bit transom,N,White shark (tooth fragments recovered)
15-Jan-11,2011,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Second Beach, Port St. John's",,,Surfing,M,FATAL,Y,
21-Mar-09,2009,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Second Beach, Port St. John's",,,Surfing,M,FATAL,Y,
24-Jan-09,2009,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Second Beach, Port St. John's",,,Swimming,M,FATAL,Y,Tiger shark
09-Apr-59,1959,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Elizabeth ,-33.9618359,25.6186512,Fishing,M,2 toes bitten off ,N,
01-Feb-59,1959,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port Shepstone,-30.742778,30.450556,Treading water,M,Leg severed below knee,N,1.8 to 2.1 m [6' to 7'] shark
15-Jan-59,1959,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,Melkbaai,-34.0994444,18.8108333,Swimming,M,Thigh & both wrists lacerated,N,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
14-Jan-07,2007,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Second Beach, Port St. John's",,,Swimming / Body Surfing,M,"Presumed FATAL, body not recovered",Y,Tiger shark
14-Nov-58,1958,Invalid,SOUTH AFRICA,ZAF,Western Cape Province,False Bay,-34.2107959,18.6409129,Fishing,M,"No injury, shark leapt at him",,Questionable incident
06-Jan-63,1963,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Selection Reef, Umdhloti",,,Spearfishing,M,Lacerations to right  arm,N,"Zambesi shark, 2 m [6'9""] "
05-Apr-58,1958,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Uvongo,-30.8444444,30.3866667,Paddling in knee-deep water,F,FATAL,Y,3 m [10'] shark
03-Apr-58,1958,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port Edward,54.2246496,-130.2921229,Swimming with goggles,M,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,3 m [10'] shark
Reported 13-Jan-2009,2009,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Shark Alley, off Gansbaai",,,,,FATAL,Y,White sharks
1958,1958,Boat,SOUTH AFRICA,ZAF,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,Fishing (trolling),,No injury to occupants; shark bit propeller,N,White shark
30-Dec-57,1957,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Margate,51.3878174,1.3819699,Standing,F,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,1.8 m [6'] shark
05-May-79,1979,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,"Hangklip, False Bay",,,Spearfishing,M,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,"White shark, 2.5 m [8.25']  "
23-Dec-57,1957,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Margate,51.3878174,1.3819699,Floating,M,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,>3 m [10'] shark
20-Dec-57,1957,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Uvongo,-30.8444444,30.3866667,Standing,M,"FATAL, multiple, severe injuries  ",Y,
18-Dec-57,1957,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Karridene,-30.1247222,30.8463889,Body surfing,M,"Left leg severed at knee, part of left thigh removed",N,
12-Nov-79,1979,Provoked,SOUTH AFRICA,ZAF,Western Cape Province,Macassar,-34.0661159,18.7674955,Shark fishing,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,"White shark, 5 m "
17-Sept-89,1989,Unprovoked,SOUTH AFRICA,ZAF,Western Cape Province,"Smitswinkel, False Bay",,,Free diving,M,Chest lacerated,N,"White shark, identified by tooth pattern"
Jul-84,1984,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Sodwana,,,Spearfishing,M,"No injury, shark hit swim fin",N,Raggedtooth shark 
Reported 26-May-1956,1956,Watercraft,SOUTH AFRICA,ZAF,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,Fishing,,"No injury, sharks bit propellers, etc",N,White shark
28-Jan-1886,1886,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"South Jetty, Port Elizabeth",,,Diving off jetty,M,"Chest & buttocks bitten, left leg severed at knee",N,
04-Dec-54,1954,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Rocket Hut Beach, Durban",-29.7926422,31.0477719,Swimming,M,Shallow lacerations on torso,N,Reported as  a shark bite but toothmarks appear to be those of a dolphin 
30-Dec-53,1953,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"Second Beach, Port St. Johns",-31.64758075,29.52078159,Swimming,F,Left calf lacerated,N,Said to involve a >4 m [13'] shark
22-Dec-53,1953,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port Elizabeth,-33.9618359,25.6186512,Swimming,M,Lacerations to arm,N,
16-Jan-1884,1884,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"South Jetty, Port Elizabeth",,,Swimming,M,FATAL,Y,
29-Nov-51,1951,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"South Beach, Durban",-29.86203115,31.03741151,Swimming,M,Thigh bruised & abraded,N,"White shark, 1.8 m [6'] "
28-Nov-51,1951,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Winkelspruit,-30.0986562,30.8565232,Treading water,M,"Leg severed below knee, defense wounds on hand",N,"White shark, 2.4 m [8'] "
15-Mar-51,1951,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"South Beach, Durban",-29.86203115,31.03741151,Body surfing,M,Left foot lacerated,N,
19-Feb-51,1951,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,Port St. Johns,-31.6204519,29.5453373,Body surfing,M,"Leg bitten, defense wounds on hands",N,136-kg [300-lb] shark
26-Dec-57,1957,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,"Splash Rock, Port Edward",,,Skindiving,M,Lacerations on head & neck,N,
24-May-50,1950,Unprovoked,SOUTH AFRICA,ZAF,KwaZulu-Natal,Port Edward,54.2246496,-130.2921229,Treading water,M,Left foot bitten,N,
12-Feb-84,1984,Invalid,SOUTH AFRICA,ZAF,Eastern Cape Province,St. George’s Strand,,,,,"Human remains recovered, evidence of scavenging by shark/s",,Shark involvement prior to death was not confirmed
25-Jan-24,1924,Unprovoked,SOUTH AFRICA,ZAF,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",,,Swimming,M,Foot lacerated,N,
